,Unnamed: 0,Date,Country,Activity,Hemispheres,Months,Activities
2,2,09-Jun-2018,USA,Surfing,Hemisphere-N,jun,surfing
3,3,08-Jun-2018,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
5,5,03-Jun-2018,AUSTRALIA,Kite surfing,Hemisphere-S,jun,surfing
7,7,27-May-2018,USA,Fishing,Hemisphere-N,may,fishing
12,12,13-May-2018,USA,Swimming,Hemisphere-N,may,swimming
15,15,12-May-2018,SOUTH AFRICA,Surfing,Hemisphere-S,may,surfing
16,16,09-May-2018,AUSTRALIA,Surfing,Hemisphere-S,may,surfing
19,19,28-Apr-2018,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
20,20,25-Apr-2018,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
21,21,25-Apr-2018,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
22,22,24-Apr-2018,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
28,28,15-Apr-2018,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
29,29,15-Apr-2018,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
34,34,03-Apr-2018,SOUTH AFRICA,Surfing,Hemisphere-S,apr,surfing
37,37,9-Mar-2018,AUSTRALIA,Swimming,Hemisphere-S,mar,swimming
38,38,9-Mar-2018,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
40,40,23-Feb-2018,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
41,41,18-Feb-2018,AUSTRALIA,Kayak fishing for sharks,Hemisphere-S,feb,fishing
43,43,14-Feb-2018,AUSTRALIA,Swimming,Hemisphere-S,feb,swimming
46,46,01-Feb-2018,AUSTRALIA,Spearfishing,Hemisphere-S,feb,spearfishing
52,52,05-Jan-2018,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
53,53,31-Dec-2017,USA,Surfing,Hemisphere-N,dec,surfing
54,54,30-Dec-2017,USA,Surfing,Hemisphere-N,dec,surfing
60,60,24-Nov-2017,USA,Spearfishing,Hemisphere-N,nov,spearfishing
61,61,18-Nov-2017,USA,Surfing,Hemisphere-N,nov,surfing
63,63,13-Nov-2017,AUSTRALIA,Surfing,Hemisphere-S,nov,surfing
66,66,28-Oct-2017,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
69,69,23-Oct-2017,USA,Surfing ,Hemisphere-N,oct,surfing
70,70,23-Oct-2017,USA,Swimming,Hemisphere-N,oct,swimming
71,71,22-Oct-2017,AUSTRALIA,Kayaking / Fishing,Hemisphere-S,oct,fishing
73,73,18-Oct-2017,USA,Swimming,Hemisphere-N,oct,swimming
74,74,09-Oct-2017,USA,Surfing,Hemisphere-N,oct,surfing
77,77,25-Sep-2017,USA,Surfing,Hemisphere-N,sep,surfing
78,78,25-Sep-2017,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
79,79,24-Sep-2017,USA,Surfing,Hemisphere-N,sep,surfing
80,80,24-Sep-2017,USA,Surfing,Hemisphere-N,sep,surfing
81,81,20-Sep-2017,USA,Surfing,Hemisphere-N,sep,surfing
83,83,16-Sep-2017,USA,Surfing,Hemisphere-N,sep,surfing
86,86,Sep-2017,AUSTRALIA,Fishing,Hemisphere-S,sep,fishing
87,87,13-Sep-2017,USA,Surfing,Hemisphere-N,sep,surfing
88,88,10-Sep-2017,AUSTRALIA,Swimming,Hemisphere-S,sep,swimming
89,89,10-Sep-2017,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
91,91,03-Sep-2017,SOUTH AFRICA,"Swimming, poaching abalone",Hemisphere-S,sep,swimming
93,93,02-Sep-2017,USA,Swimming,Hemisphere-N,sep,swimming
94,94,02-Sep-2017,USA,Swimming,Hemisphere-N,sep,swimming
95,95,02-Sep-2017,USA,Surfing,Hemisphere-N,sep,surfing
96,96,29-Aug-2017,AUSTRALIA,Surfing,Hemisphere-S,aug,surfing
102,102,10-Aug-2017,USA,Swimming,Hemisphere-N,aug,swimming
104,104,03-Aug-2017,USA,Fishing,Hemisphere-N,aug,fishing
105,105,01-Aug-2017,USA,Kayaking / Fishing,Hemisphere-N,aug,fishing
107,107,29-Jul-2017,USA,Swimming,Hemisphere-N,jul,swimming
115,115,20-Jul-2017,USA,Swimming,Hemisphere-N,jul,swimming
118,118,14-Jul-2017,USA,Surfing,Hemisphere-N,jul,surfing
119,119,14-Jul-2017,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
121,121,09-Jul-2017,USA,Swimming,Hemisphere-N,jul,swimming
123,123,07-Jul-2017,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
125,125,29-Jun-2017,USA,Fishing,Hemisphere-N,jun,fishing
126,126,21-Jun-2017,USA,Swimming,Hemisphere-N,jun,swimming
127,127,19-Jun-2017,USA,Surfing,Hemisphere-N,jun,surfing
128,128,18-Jun-2017,USA,Swimming,Hemisphere-N,jun,swimming
134,134,10-Jun-2017,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
135,135,10-Jun-2017,USA,Surfing,Hemisphere-N,jun,surfing
137,137,04-Jun-2017,USA,Spearfishing,Hemisphere-N,jun,spearfishing
141,141,27-May-2017,AUSTRALIA,Fishing ,Hemisphere-S,may,fishing
145,145,03-May-2017,USA,Surfing,Hemisphere-N,may,surfing
146,146,29-Apr-2017,USA,Swimming,Hemisphere-N,apr,swimming
147,147,29-Apr-2017,SOUTH AFRICA,Surfing,Hemisphere-S,apr,surfing
148,148,29-Apr-2017,USA,Surfing,Hemisphere-N,apr,surfing
153,153,20-Apr-2017,USA,Swimming,Hemisphere-N,apr,swimming
155,155,17-Apr-2017,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
156,156,14-Apr-2017,USA,Surfing,Hemisphere-N,apr,surfing
157,157,13-Apr-2017,USA,Surfing,Hemisphere-N,apr,surfing
158,158,12-Apr-2017,USA,Surfing,Hemisphere-N,apr,surfing
160,160,11-Apr-2017,USA,Surfing,Hemisphere-N,apr,surfing
162,162,10-Apr-2017,USA,Swimming,Hemisphere-N,apr,swimming
163,163,06-Apr-2017,USA,Swimming,Hemisphere-N,apr,swimming
164,164,05-Apr-2017,USA,Swimming,Hemisphere-N,apr,swimming
166,166,02-Apr-2017,USA,Swimming,Hemisphere-N,apr,swimming
167,167,27-Mar-2017,USA,Surfing,Hemisphere-N,mar,surfing
173,173,24-Feb-2017,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
175,175,17-Feb-2017,AUSTRALIA,Spearfishing,Hemisphere-S,feb,spearfishing
176,176,11-Feb-2017,USA,Swimming,Hemisphere-N,feb,swimming
178,178,06-Feb-2017,SOUTH AFRICA,Kayak fishing,Hemisphere-S,feb,fishing
184,184,13-Jan-2017,AUSTRALIA,Swimming,Hemisphere-S,jan,swimming
190,190,27-Dec-2016,USA,Surfing,Hemisphere-N,dec,surfing
195,195,11-Dec-2016,USA,Surfing,Hemisphere-N,dec,surfing
196,196,06-Dec-2016,AUSTRALIA,Surf fishing,Hemisphere-S,dec,fishing
197,197,01-Dec-2016,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
198,198,28-Nov-2016,AUSTRALIA,Fishing,Hemisphere-S,nov,fishing
200,200,30-Oct-2016,USA,Surfing,Hemisphere-N,oct,surfing
201,201,29-Oct-2016,USA,Surfing,Hemisphere-N,oct,surfing
202,202,24-Oct-2016,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
203,203,21-Oct-2016,USA,Surfing,Hemisphere-N,oct,surfing
204,204,15-Oct-2016,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
207,207,12-Oct-2016,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
208,208,10-Oct-2016,USA,Surfing,Hemisphere-N,oct,surfing
209,209,02-Oct-2016,USA,Surfing,Hemisphere-N,oct,surfing
211,211,26-Sep-2016,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
212,212,18-Sep-2016,USA,Surfing,Hemisphere-N,sep,surfing
213,213,18-Sep-2016,USA,Surfing,Hemisphere-N,sep,surfing
214,214,18-Sep-2016,USA,Surfing,Hemisphere-N,sep,surfing
215,215,17-Sep-2016,USA,Surfing,Hemisphere-N,sep,surfing
216,216,17-Sep-2016,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
217,217,16-Sep-2016,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
218,218,15-Sep-2016,AUSTRALIA,Fishing,Hemisphere-S,sep,fishing
220,220,07-Sep-2016,USA,Swimming,Hemisphere-N,sep,swimming
223,223,05-Sep-2016,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
225,225,01-Sep-2016,USA,Spearfishing,Hemisphere-N,sep,spearfishing
227,227,29-Aug-2016,USA,Surfing,Hemisphere-N,aug,surfing
228,228,29-Aug-2016,USA,Surfing,Hemisphere-N,aug,surfing
233,233,04-Aug-2016,USA,Surfing,Hemisphere-N,aug,surfing
238,238,26-Jul-2016,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
240,240,23-Jul-2016,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
242,242,20-Jul-2016,AUSTRALIA,Fishing,Hemisphere-S,jul,fishing
243,243,17-Jul-2016,USA,Fishing in Alabama Deep Fishing Rodeo,Hemisphere-N,jul,fishing
244,244,16-Jul-2016,USA,Surfing,Hemisphere-N,jul,surfing
246,246,15-Jul-2016,USA,Kite surfing,Hemisphere-N,jul,surfing
247,247,15-Jul-2016,USA,Swimming,Hemisphere-N,jul,swimming
250,250,08-Jul-2016,USA,Fishing for squid,Hemisphere-N,jul,fishing
251,251,07-Jul-2016,USA,Fishing,Hemisphere-N,jul,fishing
252,252,07-Jul-2016,USA,Fishing for sharks,Hemisphere-N,jul,fishing
253,253,06-Jul-2016,USA,Swimming,Hemisphere-N,jul,swimming
254,254,04-Jul-2016,AUSTRALIA,Fishing,Hemisphere-S,jul,fishing
256,256,25-Jun-2016,USA,Surfing,Hemisphere-N,jun,surfing
258,258,23-Jun-2016,SOUTH AFRICA,Spearfishing,Hemisphere-S,jun,spearfishing
261,261,15-Jun-2016,USA,Surfing,Hemisphere-N,jun,surfing
262,262,15-Jun-2016,AUSTRALIA,Spearfishing,Hemisphere-S,jun,spearfishing
265,265,07-Jun-2016,USA,Surfing,Hemisphere-N,jun,surfing
266,266,05-Jun-2016,USA,Swimming,Hemisphere-N,jun,swimming
269,269,02-Jun-2016,AUSTRALIA,Spearfishing,Hemisphere-S,jun,spearfishing
271,271,31-May-2016,AUSTRALIA,Surfing,Hemisphere-S,may,surfing
272,272,29-May-2016,USA,Swimming,Hemisphere-N,may,swimming
273,273,29-May-2016,USA,Swimming,Hemisphere-N,may,swimming
274,274,22-May-2016,USA,Swimming,Hemisphere-N,may,swimming
275,275,21-May-2016,USA,Swimming,Hemisphere-N,may,swimming
276,276,21-May-2016,USA,Swimming,Hemisphere-N,may,swimming
277,277,18-May-2016,USA,Swimming,Hemisphere-N,may,swimming
280,280,02-May-2016,NEW ZEALAND,Fishing,Hemisphere-S,may,fishing
282,282,23-Apr-2016,USA,Surfing,Hemisphere-N,apr,surfing
284,284,19-Apr-2016,AUSTRALIA,Swimming,Hemisphere-S,apr,swimming
287,287,13-Apr-2016,USA,Spearfishing,Hemisphere-N,apr,spearfishing
290,290,07-Apr-2016,USA,Fishing,Hemisphere-N,apr,fishing
293,293,30-Mar-2016,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
295,295,28-Mar-2016,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
297,297,13-Mar-2016,USA,Surfing,Hemisphere-N,mar,surfing
298,298,11-Mar-2016,USA,Body surfing,Hemisphere-N,mar,surfing
307,307,10-Feb-2016,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
311,311,29-Jan-2016,SOUTH AFRICA,Kayak fishing,Hemisphere-S,jan,fishing
312,312,28-Jan-2016,USA,Surfing,Hemisphere-N,jan,surfing
313,313,25-Jan-2016,USA,Surfing,Hemisphere-N,jan,surfing
314,314,24-Jan-2016,USA,Spearfishing,Hemisphere-N,jan,spearfishing
319,319,02-Jan-2016,AUSTRALIA,Spearfishing,Hemisphere-S,jan,spearfishing
320,320,26-Dec-2015,SOUTH AFRICA,Kayak Fishing,Hemisphere-S,dec,fishing
323,323,21-Dec-2015,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
326,326,13-Dec-2015,AUSTRALIA,Fishing,Hemisphere-S,dec,fishing
328,328,08-Dec-2015,SOUTH AFRICA,Swimming / Wading,Hemisphere-S,dec,swimming
330,330,16-Nov-2015,USA,Surfing,Hemisphere-N,nov,surfing
331,331,15-Nov-2015,USA,Swimming,Hemisphere-N,nov,swimming
332,332,15-Nov-2015,USA,Surfing,Hemisphere-N,nov,surfing
333,333,10-Nov-2015,AUSTRALIA,Surfing,Hemisphere-S,nov,surfing
334,334,07-Nov-2015,USA,Surfing,Hemisphere-N,nov,surfing
335,335,03-Nov-2015,USA,Swimming,Hemisphere-N,nov,swimming
338,338,30-Oct-2015,AUSTRALIA,Spearfishing,Hemisphere-S,oct,spearfishing
340,340,25-Oct-2015,SOUTH AFRICA,Surfing,Hemisphere-S,oct,surfing
341,341,21-Oct-2015,USA,Surfing,Hemisphere-N,oct,surfing
342,342,19-Oct-2015,USA,Surfing,Hemisphere-N,oct,surfing
344,344,17-Oct-2015,USA,Surfing,Hemisphere-N,oct,surfing
345,345,17-Oct-2015,USA,Swimming,Hemisphere-N,oct,swimming
346,346,13-Oct-2015,USA,Kayak Fishing,Hemisphere-N,oct,fishing
348,348,09-Oct-2015,USA,Surfing,Hemisphere-N,oct,surfing
350,350,07-Oct-2015,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
353,353,04-Oct-2015,USA,Surfing,Hemisphere-N,oct,surfing
354,354,29-Sep-2015,USA,Surfing,Hemisphere-N,sep,surfing
356,356,24-Sep-2015,USA,Kayak fishing,Hemisphere-N,sep,fishing
357,357,20-Sep-2015,USA,Surfing,Hemisphere-N,sep,surfing
358,358,20-Sep-2015,USA,Spearfishing,Hemisphere-N,sep,spearfishing
361,361,19-Sep-2015,USA,Kayak Fishing,Hemisphere-N,sep,fishing
362,362,18-Sep-2015,USA,Swimming,Hemisphere-N,sep,swimming
363,363,17-Sep-2015,USA,Surfing,Hemisphere-N,sep,surfing
364,364,08-Sep-2015,AUSTRALIA,Surfing,Hemisphere-S,sep,surfing
366,366,05-Sep-2015,USA,Kayak Fishing,Hemisphere-N,sep,fishing
371,371,29-Aug-2015,USA,Surfing,Hemisphere-N,aug,surfing
372,372,29-Aug-2015,USA,Surfing,Hemisphere-N,aug,surfing
374,374,22-Aug-2015,AUSTRALIA,Surfing,Hemisphere-S,aug,surfing
375,375,20-Aug-2015,USA,Surfing,Hemisphere-N,aug,surfing
377,377,18-Aug-2015,USA,Kayak Fishing,Hemisphere-N,aug,fishing
379,379,10-Aug-2015,USA,Spearfishing,Hemisphere-N,aug,spearfishing
380,380,31-Jul-2015,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
382,382,27-Jul-2015,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
383,383,26-Jul-2015,USA,Surfing,Hemisphere-N,jul,surfing
386,386,23-Jul-2015,USA,Kayak Fishing,Hemisphere-N,jul,fishing
387,387,23-Jul-2015,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
389,389,19-Jul-2015,SOUTH AFRICA,Surfing,Hemisphere-S,jul,surfing
390,390,10-Jul-2015,USA,Surfing,Hemisphere-N,jul,surfing
395,395,03-Jul-2015,AUSTRALIA,Surfing,Hemisphere-S,jul,surfing
397,397,01-Jul-2015,USA,Swimming,Hemisphere-N,jul,swimming
398,398,30-Jun-2015,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
400,400,27-Jun-2015,USA,Swimming,Hemisphere-N,jun,swimming
402,402,26-Jun-2015,USA,Swimming,Hemisphere-N,jun,swimming
403,403,26-Jun-2015,SOUTH AFRICA,Surfing,Hemisphere-S,jun,surfing
406,406,25-Jun-2015,USA,Body surfing?,Hemisphere-N,jun,surfing
407,407,24-Jun-2015,USA,Swimming,Hemisphere-N,jun,swimming
408,408,24-Jun-2015,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
411,411,17-Jun-2015,USA,Swimming,Hemisphere-N,jun,swimming
422,422,24-May-2015,USA,Swimming,Hemisphere-N,may,swimming
423,423,20-May2015,USA,Surfing,Hemisphere-N,may,surfing
426,426,07-May-2015,USA,Swimming,Hemisphere-N,may,swimming
427,427,03-May-2015,AUSTRALIA,Surfing,Hemisphere-S,may,surfing
431,431,25-Apr-2015,AUSTRALIA,Surfing,Hemisphere-S,apr,surfing
436,436,03-Apr-2015,USA,Spearfishing,Hemisphere-N,apr,spearfishing
439,439,26-Mar-2015,SOUTH AFRICA,Kayak Fishing,Hemisphere-S,mar,fishing
443,443,11-Mar-2015,AUSTRALIA,Fishing,Hemisphere-S,mar,fishing
448,448,09-Feb-2015,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
449,449,08-Feb-2015,AUSTRALIA,Surfing,Hemisphere-S,feb,surfing
452,452,27-Jan-2015,USA,Shark fishing,Hemisphere-N,jan,fishing
453,453,24-Jan-2015,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
455,455,19-Jan-2015,USA,Fishing,Hemisphere-N,jan,fishing
456,456,19-Jan-2015,AUSTRALIA,Surfing & filming dolphins,Hemisphere-S,jan,surfing
457,457,17-Jan-2015,AUSTRALIA,Fishing,Hemisphere-S,jan,fishing
459,459,08-Jan-2015,USA,Swimming after falling overboard,Hemisphere-N,jan,swimming
461,461,03-Jan-2015,SOUTH AFRICA,Surfing,Hemisphere-S,jan,surfing
463,463,29-Dec-2014,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
464,464,29-Dec-2014,AUSTRALIA,Spearfishing,Hemisphere-S,dec,spearfishing
466,466,28-Dec-2014,SOUTH AFRICA,Swimming,Hemisphere-S,dec,swimming
467,467,28-Dec-2014,USA,Surfing,Hemisphere-N,dec,surfing
468,468,28-Dec-2014,AUSTRALIA,Fishing,Hemisphere-S,dec,fishing
470,470,15-Dec-2014,AUSTRALIA,Spearfishing,Hemisphere-S,dec,spearfishing
472,472,29-Nov-2014,AUSTRALIA,Surfing,Hemisphere-S,nov,surfing
474,474,19-Nov-2014,AUSTRALIA,Fishing,Hemisphere-S,nov,fishing
476,476,16-Nov-2014,USA,Surfing,Hemisphere-N,nov,surfing
478,478,10-Nov-2014,AUSTRALIA,Surfing,Hemisphere-S,nov,surfing
479,479,08-Nov-2014,USA,Surfing,Hemisphere-N,nov,surfing
480,480,31-Oct-2014,USA,Surfing,Hemisphere-N,oct,surfing
481,481,29-Oct-2014,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
485,485,18-Oct-2014,USA,Surfing,Hemisphere-N,oct,surfing
486,486,17-Oct-2014,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
488,488,12-Oct-2014,USA,Body surfing or Boogie boarding,Hemisphere-N,oct,surfing
490,490,05-Oct-2014,USA,Surfing,Hemisphere-N,oct,surfing
491,491,07-Oct-2014,USA,Fishing,Hemisphere-N,oct,fishing
492,492,05-Oct-2014,USA,Surfing,Hemisphere-N,oct,surfing
495,495,02-Oct-2014,USA,Surfing,Hemisphere-N,oct,surfing
496,496,02-Oct-2014,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
497,497,21-Sep-2014,USA,Surfing,Hemisphere-N,sep,surfing
499,499,13-Sep-2014,USA,Surfing,Hemisphere-N,sep,surfing
500,500,09-Sep-2014,AUSTRALIA,Swimming,Hemisphere-S,sep,swimming
501,501,06-Sep-2014,USA,Fishing ,Hemisphere-N,sep,fishing
503,503,02-Sep-2014,USA,Fishing,Hemisphere-N,sep,fishing
505,505,31-Aug-2014,USA,Body surfing,Hemisphere-N,aug,surfing
506,506,29-Aug-2014,USA,Surfing,Hemisphere-N,aug,surfing
508,508,28-Aug-2014,USA,Fishing,Hemisphere-N,aug,fishing
510,510,27-Aug-2014,USA,Surfing,Hemisphere-N,aug,surfing
514,514,16-Aug-2014,AUSTRALIA,Spearfishing,Hemisphere-S,aug,spearfishing
518,518,09-Aug-2014,USA,Swimming,Hemisphere-N,aug,swimming
519,519,08-Aug-2014,USA,Swimming,Hemisphere-N,aug,swimming
521,521,05-Aug-2014,USA,Swimming,Hemisphere-N,aug,swimming
522,522,02-Aug-2014,USA,Surfing,Hemisphere-N,aug,surfing
524,524,01-Aug-2014,SOUTH AFRICA,Surfing,Hemisphere-S,aug,surfing
526,526,27-Jul-2014,USA,Swimming,Hemisphere-N,jul,swimming
530,530,16-Jul-2014,USA,Swimming,Hemisphere-N,jul,swimming
531,531,14-Jul-2014,USA,Swimming,Hemisphere-N,jul,swimming
533,533,12-Jul-2014,USA,Body surfing,Hemisphere-N,jul,surfing
534,534,9-Jul-2014,USA,Surfing,Hemisphere-N,jul,surfing
535,535,5-Jul-2014,USA,Swimming,Hemisphere-N,jul,swimming
536,536,5-Jul-2014,USA,Surfing,Hemisphere-N,jul,surfing
537,537,3-Jul-2014,USA,Body surfing,Hemisphere-N,jul,surfing
540,540,18-Jun-2014,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
548,548,01-Jun-2014,USA,Swimming,Hemisphere-N,jun,swimming
549,549,01-Jun-2014,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
555,555,14-May-2014,AUSTRALIA,Surfing,Hemisphere-S,may,surfing
557,557,11-May-2014,USA,Surfing,Hemisphere-N,may,surfing
559,559,06-May-2014,USA,Swimming,Hemisphere-N,may,swimming
561,561,01-May-2014,USA,Surfing,Hemisphere-N,may,surfing
562,562,24-Apr-2014,AUSTRALIA,Spearfishing,Hemisphere-S,apr,spearfishing
563,563,22-Apr-2014,USA,Swimming,Hemisphere-N,apr,swimming
566,566,12-Apr-2014,SOUTH AFRICA,Fishing,Hemisphere-S,apr,fishing
567,567,04-Apr-2014,USA,Surfing,Hemisphere-N,apr,surfing
568,568,04-Apr-2014,USA,Surfing,Hemisphere-N,apr,surfing
569,569,03-Apr-2014,AUSTRALIA,Swimming,Hemisphere-S,apr,swimming
571,571,22-Mar-2014,SOUTH AFRICA,Swimming,Hemisphere-S,mar,swimming
572,572,22-Mar-2014,USA,Kite Surfing,Hemisphere-N,mar,surfing
573,573,21-Mar-2014,USA,Surfing,Hemisphere-N,mar,surfing
575,575,18-Mar-2014,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
577,577,12-Mar-2014,AUSTRALIA,Swimming,Hemisphere-S,mar,swimming
579,579,02-Mar-2014,USA,Surfing,Hemisphere-N,mar,surfing
582,582,08-Feb-2014,AUSTRALIA,Spearfishing / Free diving,Hemisphere-S,feb,spearfishing
584,584,07-Feb-2014,NEW ZEALAND,Surfing,Hemisphere-S,feb,surfing
585,585,26-Jan-2014,AUSTRALIA,Fishing,Hemisphere-S,jan,fishing
586,586,25-Jan-2014,NEW ZEALAND,Spearfishing,Hemisphere-S,jan,spearfishing
591,591,16-Dec-2013,SOUTH AFRICA,Surfing,Hemisphere-S,dec,surfing
594,594,10-Dec-2013,USA,Surfing,Hemisphere-N,dec,surfing
595,595,05-Dec-2013,AUSTRALIA,Surfing,Hemisphere-S,dec,surfing
596,596,02-Dec-2013,USA,Kayaking / Fishing,Hemisphere-N,dec,fishing
599,599,23-Nov-2013,AUSTRALIA,Surfing,Hemisphere-S,nov,surfing
600,600,22-Nov-2013,USA,Surfing,Hemisphere-N,nov,surfing
601,601,12-Nov-2013,AUSTRALIA,Surfing,Hemisphere-S,nov,surfing
604,604,07-Nov-2013,USA,Surfing,Hemisphere-N,nov,surfing
609,609,24-Oct-2013,AUSTRALIA,Surfing,Hemisphere-S,oct,surfing
611,611,20-Oct-2013,USA,Surfing,Hemisphere-N,oct,surfing
613,613,11-Oct-2013,SOUTH AFRICA,Swimming / snorkeling,Hemisphere-S,oct,swimming
615,615,06-Oct-2013,USA,Surfing,Hemisphere-N,oct,surfing
617,617,29-Sep-2013,USA,Surfing,Hemisphere-N,sep,surfing
620,620,21-Sep-2013,USA,Swimming,Hemisphere-N,sep,swimming
621,621,21-Sep-2013,USA,Surfing,Hemisphere-N,sep,surfing
622,622,14-Sep-2013,USA,Swimming,Hemisphere-N,sep,swimming
623,623,12-Sep-2013,USA,Surfing,Hemisphere-N,sep,surfing
625,625,07-Sep-2013,USA,Surfing,Hemisphere-N,sep,surfing
627,627,02-Sep-2013,USA,Swimming,Hemisphere-N,sep,swimming
632,632,31-Aug-2013,USA,Swimming,Hemisphere-N,aug,swimming
633,633,29-Aug-2013,USA,Marathon swimming,Hemisphere-N,aug,swimming
637,637,18-Aug-2013,USA,Surfing,Hemisphere-N,aug,surfing
638,638,17-Aug-2013,USA,Surfing,Hemisphere-N,aug,surfing
641,641,11-Aug-2013,USA,Surfing,Hemisphere-N,aug,surfing
643,643,05-Aug-2013,USA,Fishing,Hemisphere-N,aug,fishing
645,645,30-Jul-2013,USA,Swimming,Hemisphere-N,jul,swimming
648,648,29-Jul-2013,USA,Surfing,Hemisphere-N,jul,surfing
658,658,02-Jul-2013,AUSTRALIA,Body surfing,Hemisphere-S,jul,surfing
661,661,25-Jun-2013,USA,Kayaking / Fishing,Hemisphere-N,jun,fishing
662,662,25-Jun-2013,USA,Swimming,Hemisphere-N,jun,swimming
663,663,25-Jun-2013,USA,Swimming,Hemisphere-N,jun,swimming
664,664,18-Jun-2013,USA,Swimming,Hemisphere-N,jun,swimming
665,665,17-Jun-2013,USA,Swimming,Hemisphere-N,jun,swimming
666,666,16-Jun-2013,SOUTH AFRICA,Surfing,Hemisphere-S,jun,surfing
667,667,15-Jun-2013,USA,Surfing,Hemisphere-N,jun,surfing
669,669,06-Jun-2013,USA,Fishing for sharks,Hemisphere-N,jun,fishing
670,670,06-Jun-2013,AUSTRALIA,Surfing,Hemisphere-S,jun,surfing
672,672,27-May-2013,USA,Swimming,Hemisphere-N,may,swimming
676,676,08-May-2013,USA,Surfing,Hemisphere-N,may,surfing
678,678,04-May-2013,USA,Surfing,Hemisphere-N,may,surfing
679,679,28-Apr-2013,AUSTRALIA,Fishing,Hemisphere-S,apr,fishing
681,681,21-Apr-2013,AUSTRALIA,Fishing,Hemisphere-S,apr,fishing
684,684,13-Apr-2013,USA,Surfing,Hemisphere-N,apr,surfing
687,687,04-Apr-2013,USA,Swimming,Hemisphere-N,apr,swimming
689,689,02-Apr-2013,USA,Surfing,Hemisphere-N,apr,surfing
690,690,31-Mar-2013,AUSTRALIA,Surfing,Hemisphere-S,mar,surfing
694,694,16-Mar-2013,SOUTH AFRICA,Fishing - 'tag & release',Hemisphere-S,mar,fishing
695,695,16-Mar-2013,SOUTH AFRICA,Surfing,Hemisphere-S,mar,surfing
697,697,10-Mar-2013,AUSTRALIA,Spearfishing,Hemisphere-S,mar,spearfishing
699,699,03-Mar-2013,SOUTH AFRICA,Swimming,Hemisphere-S,mar,swimming
700,700,27-Feb-2013,NEW ZEALAND,Swimming,Hemisphere-S,feb,swimming
701,701,21-Feb-2013,USA,Surfing,Hemisphere-N,feb,surfing
702,702,21-Feb-2013,USA,Surfing,Hemisphere-N,feb,surfing
703,703,10-Feb-2013,USA,Surfing,Hemisphere-N,feb,surfing
706,706,26-Jan-2013,AUSTRALIA,Fishing,Hemisphere-S,jan,fishing
707,707,25-Jan-2013,AUSTRALIA,Surfing,Hemisphere-S,jan,surfing
709,709,16-Jan-2013,USA,Surfing,Hemisphere-N,jan,surfing
710,710,13-Jan-2013,NEW ZEALAND,Spearfishing,Hemisphere-S,jan,spearfishing
711,711,05-Jan-2013,AUSTRALIA,Spearfishing / Free diving,Hemisphere-S,jan,spearfishing
712,712,31-Dec-2012,USA,Swimming,Hemisphere-N,dec,swimming
